"id","year","stint","team","lg","g","ab","r","h","X2b","X3b","hr","rbi","sb","cs","bb","so","ibb","hbp","sh","sf","gidp","batting","decade"
"colesda01",1987,1,"DET","AL",53,149,14,27,5,1,4,15,0,1,15,23,1,2,2,1,1,0.181208053691275,"80s"
"coopece01",1987,1,"ML4","AL",63,250,25,62,13,0,6,36,1,1,17,51,2,0,0,3,4,0.248,"80s"
"davisst02",1987,2,"OAK","AL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"decindo01",1987,1,"CAL","AL",133,453,65,106,23,0,16,63,3,4,70,87,6,2,2,3,10,0.233995584988962,"80s"
"deleojo01",1987,1,"CHA","AL",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"dempsri01",1987,1,"CLE","AL",60,141,16,25,10,0,1,9,0,0,23,29,0,1,4,1,4,0.177304964539007,"80s"
"downibr01",1987,1,"CAL","AL",155,567,110,154,29,3,29,77,5,5,106,85,6,17,2,3,10,0.271604938271605,"80s"
"duceyro01",1987,1,"TOR","AL",34,48,12,9,1,0,1,6,2,0,8,10,0,0,0,1,0,0.1875,"80s"
"dwyerji01",1987,1,"BAL","AL",92,241,54,66,7,1,15,33,4,1,37,57,4,1,1,1,4,0.273858921161826,"80s"
"easlemi01",1987,2,"NYA","AL",65,167,13,47,6,0,4,21,1,0,14,32,0,1,0,2,4,0.281437125748503,"80s"
"eckerde01",1987,1,"OAK","AL",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"eisenji01",1987,1,"KCA","AL",44,105,10,25,8,2,4,21,1,1,7,13,2,0,0,3,2,0.238095238095238,"80s"
"evansda01",1987,1,"DET","AL",150,499,90,128,20,0,34,99,6,5,100,84,8,2,2,6,2,0.256513026052104,"80s"
"evansdw01",1987,1,"BOS","AL",154,541,109,165,37,2,34,123,4,6,106,98,6,3,0,7,10,0.304990757855823,"80s"
"fernato01",1987,1,"TOR","AL",146,578,90,186,29,8,5,67,32,12,51,48,3,5,4,4,14,0.321799307958477,"80s"
"fieldce01",1987,1,"TOR","AL",82,175,30,47,7,1,14,32,0,1,20,48,2,1,0,1,6,0.268571428571429,"80s"
"finlech01",1987,1,"CAL","AL",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"fiskca01",1987,1,"CHA","AL",135,454,68,116,22,1,23,71,1,4,39,72,8,8,1,6,9,0.255506607929515,"80s"
"flanami01",1987,1,"BAL","AL",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"flanami01",1987,2,"TOR","AL",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"fletcsc01",1987,1,"TEX","AL",156,588,82,169,28,4,5,63,13,12,61,66,3,5,12,2,14,0.287414965986395,"80s"
"francju01",1987,1,"CLE","AL",128,495,86,158,24,3,8,52,32,9,57,56,2,3,0,5,23,0.319191919191919,"80s"
"gaettga01",1987,1,"MIN","AL",154,584,95,150,36,2,31,109,10,7,37,92,7,3,1,3,25,0.256849315068493,"80s"
"gagnegr01",1987,1,"MIN","AL",137,437,68,116,28,7,10,40,6,6,25,84,0,4,10,2,3,0.265446224256293,"80s"
"gantnji01",1987,1,"ML4","AL",81,265,37,72,14,0,4,30,6,2,19,22,2,5,4,1,7,0.271698113207547,"80s"
"garbege01",1987,2,"KCA","AL",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"gibsoki01",1987,1,"DET","AL",128,487,95,135,25,3,24,79,26,7,71,117,8,5,1,4,5,0.277207392197125,"80s"
"griffal01",1987,1,"OAK","AL",144,494,69,130,23,5,3,60,26,13,28,41,2,4,10,3,9,0.263157894736842,"80s"
"grubbjo01",1987,1,"DET","AL",59,114,9,23,6,0,2,13,0,0,15,16,0,0,0,2,4,0.201754385964912,"80s"
"guilloz01",1987,1,"CHA","AL",149,560,64,156,22,7,2,51,25,8,22,52,2,1,13,8,10,0.278571428571429,"80s"
"gullibi01",1987,2,"NYA","AL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"hairsje01",1987,1,"CHA","AL",66,126,14,29,8,0,5,20,0,0,25,25,2,1,1,2,4,0.23015873015873,"80s"
"harpebr01",1987,1,"OAK","AL",11,17,1,4,1,0,0,3,0,0,0,4,0,0,1,1,1,0.235294117647059,"80s"
"harrigr01",1987,1,"TEX","AL",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"hassero01",1987,1,"CHA","AL",49,145,15,31,9,0,3,12,0,0,17,11,2,2,0,1,9,0.213793103448276,"80s"
"heathmi02",1987,1,"DET","AL",93,270,34,76,16,0,8,33,1,5,21,42,0,3,1,1,5,0.281481481481481,"80s"
"hendeda01",1987,1,"BOS","AL",75,184,30,43,10,0,8,25,1,1,22,48,0,0,1,2,3,0.233695652173913,"80s"
"henderi01",1987,1,"NYA","AL",95,358,78,104,17,3,17,37,41,8,80,52,1,2,0,0,10,0.290502793296089,"80s"
"hendrge01",1987,1,"CAL","AL",65,162,14,39,10,0,5,25,0,0,14,18,1,0,0,0,8,0.240740740740741,"80s"
"honeyri01",1987,2,"OAK","AL",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"houghch01",1987,1,"TEX","AL",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"howelja01",1987,1,"OAK","AL",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"hurstbr01",1987,1,"BOS","AL",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"incavpe01",1987,1,"TEX","AL",139,509,85,138,26,4,27,80,9,3,48,168,1,1,0,5,8,0.271119842829077,"80s"
"jacksda02",1987,1,"KCA","AL",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"jacksre01",1987,1,"OAK","AL",115,336,42,74,14,1,15,43,2,1,33,97,0,4,0,1,3,0.220238095238095,"80s"
"javiest01",1987,1,"OAK","AL",81,151,22,28,3,1,2,9,3,2,19,33,3,0,6,0,2,0.185430463576159,"80s"
"johnto01",1987,1,"NYA","AL",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"jonesdo01",1987,1,"CLE","AL",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"joynewa01",1987,1,"CAL","AL",149,564,100,161,33,1,34,117,8,2,72,64,12,5,2,10,14,0.285460992907801,"80s"
"kellyro01",1987,1,"NYA","AL",23,52,12,14,3,0,1,7,9,3,5,15,0,0,1,1,0,0.269230769230769,"80s"
"keyji01",1987,1,"TOR","AL",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"kruegbi01",1987,1,"OAK","AL",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"lacyle01",1987,1,"BAL","AL",87,258,35,63,13,3,7,28,3,2,32,49,0,0,2,1,5,0.244186046511628,"80s"
"lampde01",1987,1,"OAK","AL",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"langsma01",1987,1,"SEA","AL",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"lansfca01",1987,1,"OAK","AL",151,554,89,160,27,4,19,76,27,8,60,44,11,9,5,3,9,0.288808664259928,"80s"
"lapoida01",1987,2,"CHA","AL",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"leiteal01",1987,1,"NYA","AL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"lemonch01",1987,1,"DET","AL",146,470,75,130,30,3,20,75,0,0,70,82,1,8,0,5,17,0.276595744680851,"80s"
"lynnfr01",1987,1,"BAL","AL",111,396,49,100,24,0,23,60,3,7,39,72,6,1,0,2,8,0.252525252525253,"80s"
"madlobi01",1987,2,"DET","AL",87,326,56,91,17,0,14,50,4,3,28,45,1,10,8,4,10,0.279141104294479,"80s"
"martied01",1987,1,"SEA","AL",13,43,6,16,5,2,0,5,0,0,2,5,0,1,0,0,0,0.372093023255814,"80s"
"matthga01",1987,2,"SEA","AL",45,119,10,28,1,0,3,15,0,1,15,22,0,0,0,1,6,0.235294117647059,"80s"
"mcgrifr01",1987,1,"TOR","AL",107,295,58,73,16,0,20,43,3,2,60,104,4,1,0,0,3,0.247457627118644,"80s"
"mcgwima01",1987,1,"OAK","AL",151,557,97,161,28,4,49,118,1,1,71,131,8,5,0,8,6,0.289048473967684,"80s"
"mclemma01",1987,1,"CAL","AL",138,433,61,102,13,3,3,41,25,8,48,72,0,0,15,3,7,0.235565819861432,"80s"
"mcraeha01",1987,1,"KCA","AL",18,32,5,10,3,0,1,9,0,0,5,1,1,0,0,0,1,0.3125,"80s"
"mesajo01",1987,1,"BAL","AL",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"mintogr01",1987,2,"CAL","AL",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"molitpa01",1987,1,"ML4","AL",118,465,114,164,41,5,16,75,45,10,69,67,2,2,5,1,4,0.352688172043011,"80s"
"moorech02",1987,1,"TOR","AL",51,107,15,23,10,1,1,7,0,0,13,12,0,1,4,0,2,0.214953271028037,"80s"
"morgami01",1987,1,"SEA","AL",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"morrija02",1987,1,"DET","AL",36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"80s"
"morriji01",1987,2,"DET","AL",34,117,15,24,1,1,4,19,2,1,2,26,0,1,0,2,1,0.205128205128205,"80s"
"mullira01",1987,1,"TOR","AL",124,332,37,103,28,1,11,44,1,1,34,55,1,0,3,3,10,0.310240963855422,"80s"
"murraed02",1987,1,"BAL","AL",160,618,89,171,28,3,30,91,1,2,73,80,6,0,0,3,15,0.276699029126214,"80s"
"myersgr01",1987,1,"TOR","AL",7,9,1,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0.111111111111111,"80s"
"niekrjo01",1987,1,"NYA","AL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"niekrjo01",1987,2,"MIN","AL",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"niekrph01",1987,1,"CLE","AL",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"niekrph01",1987,2,"TOR","AL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"nixonot01",1987,1,"CLE","AL",19,17,2,1,0,0,0,1,2,3,3,4,0,0,0,0,0,0.0588235294117647,"80s"
"nunezed01",1987,1,"SEA","AL",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"obriech01",1987,1,"ML4","AL",10,35,2,7,3,1,0,0,0,1,4,4,0,0,1,0,0,0.2,"80s"
"ortajo01",1987,1,"KCA","AL",21,50,3,9,4,0,2,4,0,0,3,8,1,0,0,0,0,0.18,"80s"
"pacioto01",1987,1,"TEX","AL",27,60,6,17,3,0,3,12,0,1,1,19,0,1,1,1,3,0.283333333333333,"80s"
"parrila01",1987,1,"TEX","AL",152,557,79,149,22,1,32,100,3,1,49,154,7,3,0,4,10,0.267504488330341,"80s"
"petryda01",1987,1,"DET","AL",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"phillto02",1987,1,"OAK","AL",111,379,48,91,20,0,10,46,7,6,57,76,1,0,2,3,9,0.240105540897098,"80s"
"plesada01",1987,1,"ML4","AL",57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"plunker01",1987,1,"OAK","AL",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"polonlu01",1987,1,"OAK","AL",125,435,78,125,16,10,4,49,29,7,32,64,1,0,1,1,4,0.28735632183908,"80s"
"porteda02",1987,1,"TEX","AL",85,130,19,31,3,0,7,21,0,0,30,43,4,2,0,1,2,0.238461538461538,"80s"
"portuma01",1987,1,"MIN","AL",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"quirkja01",1987,1,"KCA","AL",109,296,24,70,17,0,5,33,1,0,28,56,1,4,2,4,8,0.236486486486486,"80s"
"randowi01",1987,1,"NYA","AL",120,449,96,137,24,2,7,67,11,1,82,25,1,2,5,5,15,0.305122494432071,"80s"
"rasmude01",1987,1,"NYA","AL",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"reardje01",1987,1,"MIN","AL",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"reussje01",1987,3,"CAL","AL",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"rhoderi01",1987,1,"NYA","AL",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"riceji01",1987,1,"BOS","AL",108,404,66,112,14,0,13,62,1,1,45,77,3,7,0,3,22,0.277227722772277,"80s"
"righeda01",1987,1,"NYA","AL",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"ripkeca01",1987,1,"BAL","AL",162,624,97,157,28,3,27,98,3,5,81,77,0,1,0,11,19,0.251602564102564,"80s"
"roystje01",1987,1,"CHA","AL",55,154,25,37,11,0,7,23,2,1,19,28,1,1,2,2,2,0.24025974025974,"80s"
"roystje01",1987,2,"NYA","AL",18,42,1,15,2,0,0,4,2,1,4,4,0,0,1,0,3,0.357142857142857,"80s"
"russeje01",1987,1,"TEX","AL",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"saberbr01",1987,1,"KCA","AL",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"schatda01",1987,2,"MIN","AL",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"schofdi02",1987,1,"CAL","AL",134,479,52,120,17,3,9,46,19,3,37,63,0,2,10,3,4,0.250521920668058,"80s"
"sierrru01",1987,1,"TEX","AL",158,643,97,169,35,4,30,109,16,11,39,114,4,2,0,12,18,0.262830482115086,"80s"
"slaugdo01",1987,1,"TEX","AL",95,237,25,53,15,2,8,16,0,3,24,51,3,1,4,0,7,0.223628691983122,"80s"
"smallro02",1987,1,"MIN","AL",110,309,32,85,16,1,8,34,2,0,36,52,1,1,0,1,7,0.275080906148867,"80s"
"smithlo01",1987,1,"KCA","AL",48,167,26,42,7,1,3,8,9,4,24,31,0,4,0,2,1,0.251497005988024,"80s"
"stanlmi02",1987,1,"TEX","AL",78,216,34,59,8,1,6,37,3,0,31,48,0,1,1,4,6,0.273148148148148,"80s"
"stewada01",1987,1,"OAK","AL",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"stiebda01",1987,1,"TOR","AL",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"surhobj01",1987,1,"ML4","AL",115,395,50,118,22,3,7,68,11,10,36,30,1,0,5,9,13,0.29873417721519,"80s"
"suttodo01",1987,1,"CAL","AL",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"swindgr01",1987,1,"CLE","AL",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"tananfr01",1987,1,"DET","AL",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"tartada01",1987,1,"KCA","AL",158,582,95,180,27,3,34,101,9,4,79,136,2,1,0,5,14,0.309278350515464,"80s"
"thornan01",1987,1,"CLE","AL",36,85,8,10,2,0,0,5,1,0,10,25,0,0,0,2,1,0.117647058823529,"80s"
"trammal01",1987,1,"DET","AL",151,597,109,205,34,3,28,105,21,2,60,47,8,3,2,6,11,0.343383584589615,"80s"
"velarra01",1987,1,"NYA","AL",8,22,1,4,0,0,0,1,0,0,0,6,0,0,0,0,1,0.181818181818182,"80s"
"violafr01",1987,1,"MIN","AL",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"washicl01",1987,1,"NYA","AL",102,312,42,87,17,0,9,44,10,1,27,54,2,0,0,0,3,0.278846153846154,"80s"
"wellsda01",1987,1,"TOR","AL",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
"whitalo01",1987,1,"DET","AL",149,604,110,160,38,6,16,59,13,5,71,108,2,1,4,4,5,0.264900662251656,"80s"
"whitede03",1987,1,"CAL","AL",159,639,103,168,33,5,24,87,32,11,39,135,2,2,14,2,8,0.262910798122066,"80s"
"whitefr01",1987,1,"KCA","AL",154,563,67,138,32,2,17,78,1,3,51,86,5,2,4,4,16,0.245115452930728,"80s"
"whitter01",1987,1,"TOR","AL",135,446,57,120,24,1,19,75,0,1,44,50,4,1,0,3,17,0.269058295964126,"80s"
"wilsowi02",1987,1,"KCA","AL",146,610,97,170,18,15,4,30,59,11,32,88,2,6,4,1,9,0.278688524590164,"80s"
"winfida01",1987,1,"NYA","AL",156,575,83,158,22,1,27,97,5,6,76,96,5,0,1,3,20,0.274782608695652,"80s"
"wittbo01",1987,1,"TEX","AL",27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"80s"
"yountro01",1987,1,"ML4","AL",158,635,99,198,25,9,21,103,19,9,76,94,10,1,6,5,9,0.311811023622047,"80s"
"agostju01",1987,1,"HOU","NL",27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"80s"
"aguilri01",1987,1,"NYN","NL",18,40,5,9,1,0,1,3,0,0,1,17,0,0,6,0,0,0.225,"80s"
"alexado01",1987,1,"ATL","NL",16,35,1,1,0,0,0,1,0,0,0,13,0,1,6,0,0,0.0285714285714286,"80s"
"almonbi01",1987,1,"PIT","NL",19,20,5,4,1,0,0,1,0,0,1,5,0,0,0,0,0,0.2,"80s"
"almonbi01",1987,2,"NYN","NL",49,54,8,13,3,0,0,4,1,0,8,16,0,0,0,0,0,0.240740740740741,"80s"
"anderla02",1987,1,"HOU","NL",67,6,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0.166666666666667,"80s"
"ashbyal01",1987,1,"HOU","NL",125,386,53,111,16,0,14,63,0,1,50,52,2,1,0,4,14,0.287564766839378,"80s"
"assenpa01",1987,1,"ATL","NL",52,4,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,"80s"
"bairdo01",1987,1,"PHI","NL",11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"80s"
"basske01",1987,1,"HOU","NL",157,592,83,168,31,5,19,85,21,8,53,77,13,4,0,5,15,0.283783783783784,"80s"
"bedrost01",1987,1,"PHI","NL",65,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"80s"
"belchti01",1987,1,"LAN","NL",6,10,0,2,0,0,0,1,0,0,0,4,0,0,0,0,0,0.2,"80s"
"bellbu01",1987,1,"CIN","NL",143,522,74,148,19,2,17,70,4,1,71,39,3,1,1,2,14,0.283524904214559,"80s"
"bellira01",1987,1,"PIT","NL",81,203,26,42,4,3,1,15,5,1,20,25,6,3,2,1,4,0.206896551724138,"80s"
"bielemi01",1987,1,"PIT","NL",8,16,0,1,0,0,0,0,0,0,0,8,0,0,2,0,0,0.0625,"80s"
"bondsba01",1987,1,"PIT","NL",150,551,99,144,34,9,25,59,32,10,54,88,3,3,0,3,4,0.261343012704174,"80s"
"bonilbo01",1987,1,"PIT","NL",141,466,58,140,33,3,15,77,3,5,39,64,4,2,0,8,8,0.300429184549356,"80s"
"brookhu01",1987,1,"MON","NL",112,430,57,113,22,3,14,72,4,3,24,72,2,1,0,4,7,0.262790697674419,"80s"
"burkejo03",1987,1,"SFN","NL",3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"80s"
"caminke01",1987,1,"HOU","NL",63,203,10,50,7,1,3,23,0,0,12,44,1,0,2,1,6,0.246305418719212,"80s"
"campbbi02",1987,1,"MON","NL",7,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"80s"
"candejo01",1987,2,"NYN","NL",3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,"80s"
"cartega01",1987,1,"NYN","NL",139,523,55,123,18,2,20,83,0,0,42,73,1,1,1,6,14,0.235181644359465,"80s"
"clarkja01",1987,1,"SLN","NL",131,419,93,120,23,1,35,106,1,2,136,139,13,0,0,3,5,0.286396181384248,"80s"
"clarkwi02",1987,1,"SFN","NL",150,529,89,163,29,5,35,91,5,17,49,98,11,5,3,2,2,0.30812854442344,"80s"
"colesda01",1987,2,"PIT","NL",40,119,20,27,8,0,6,24,1,3,19,20,2,1,3,2,3,0.226890756302521,"80s"
"collida02",1987,1,"CIN","NL",57,85,19,25,5,0,0,5,9,0,11,12,0,2,2,0,1,0.294117647058824,"80s"
"conceda01",1987,1,"CIN","NL",104,279,32,89,15,0,1,33,4,3,28,24,5,0,1,3,10,0.318996415770609,"80s"
"coneda01",1987,1,"NYN","NL",21,31,0,2,1,0,0,0,0,0,0,14,0,1,3,0,0,0.0645161290322581,"80s"
"cruzjo01",1987,1,"HOU","NL",126,365,47,88,17,4,11,38,4,1,36,65,3,0,1,3,4,0.241095890410959,"80s"
"darliro01",1987,1,"NYN","NL",32,65,5,8,5,0,0,4,0,0,2,22,0,0,10,0,0,0.123076923076923,"80s"
"darwida01",1987,1,"HOU","NL",35,66,2,12,2,1,0,4,1,0,2,40,0,0,1,0,0,0.181818181818182,"80s"
"daultda01",1987,1,"PHI","NL",53,129,10,25,6,0,3,13,0,0,16,37,1,0,4,1,0,0.193798449612403,"80s"
"davisch01",1987,1,"SFN","NL",149,500,80,125,22,1,24,76,16,9,72,109,15,2,0,4,8,0.25,"80s"
"daviser01",1987,1,"CIN","NL",129,474,120,139,23,4,37,100,50,6,84,134,8,1,0,3,6,0.293248945147679,"80s"
"davisma01",1987,1,"SFN","NL",21,23,3,5,1,1,0,1,0,0,0,5,0,0,2,0,0,0.217391304347826,"80s"
"davisma01",1987,2,"SDN","NL",43,7,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.285714285714286,"80s"
"davisst02",1987,1,"SDN","NL",21,16,1,1,0,0,0,0,0,0,0,10,0,0,1,0,0,0.0625,"80s"
"dawsoan01",1987,1,"CHN","NL",153,621,90,178,24,2,49,137,11,3,32,103,7,7,0,2,15,0.286634460547504,"80s"
"decindo01",1987,2,"SLN","NL",4,9,1,2,2,0,0,1,0,0,0,2,0,0,0,0,0,0.222222222222222,"80s"
"dejesiv01",1987,1,"SFN","NL",9,10,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0.2,"80s"
"driesda01",1987,1,"SLN","NL",24,60,5,14,2,0,1,11,0,0,7,8,1,0,0,1,2,0.233333333333333,"80s"
"duncama01",1987,1,"LAN","NL",76,261,31,56,8,1,6,18,11,1,17,62,1,2,6,1,4,0.21455938697318,"80s"
"dunstsh01",1987,1,"CHN","NL",95,346,40,85,18,3,5,22,12,3,10,68,1,1,0,2,6,0.245664739884393,"80s"
"easlemi01",1987,1,"PHI","NL",33,110,7,31,4,0,1,10,0,1,6,20,0,0,0,1,1,0.281818181818182,"80s"
"fernasi01",1987,1,"NYN","NL",29,43,2,7,1,1,0,2,0,0,1,19,0,0,10,1,2,0.162790697674419,"80s"
"foleyto02",1987,1,"MON","NL",106,280,35,82,18,3,5,28,6,10,11,40,0,1,1,0,6,0.292857142857143,"80s"
"forscbo01",1987,1,"SLN","NL",34,57,9,17,6,0,2,8,0,0,3,17,0,0,11,0,1,0.298245614035088,"80s"
"francjo01",1987,1,"CIN","NL",68,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"80s"
"galaran01",1987,1,"MON","NL",147,551,72,168,40,3,13,90,7,10,41,127,13,10,0,4,11,0.304900181488203,"80s"
"gantro01",1987,1,"ATL","NL",21,83,9,22,4,0,2,9,4,2,1,11,0,0,1,1,3,0.265060240963855,"80s"
"garbege01",1987,1,"ATL","NL",49,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,"80s"
"garneph01",1987,1,"HOU","NL",43,112,15,25,5,0,3,15,1,0,8,20,1,0,1,3,2,0.223214285714286,"80s"
"garneph01",1987,2,"LAN","NL",70,126,14,24,4,0,2,8,5,1,20,24,7,0,4,1,3,0.19047619047619,"80s"
"garvest01",1987,1,"SDN","NL",27,76,5,16,2,0,1,9,0,0,1,10,0,1,0,0,3,0.210526315789474,"80s"
"glavito02",1987,1,"ATL","NL",9,16,0,2,0,0,0,1,0,0,1,4,0,0,0,0,0,0.125,"80s"
"goodedw01",1987,1,"NYN","NL",25,64,4,14,0,0,0,4,0,0,1,9,0,0,5,1,1,0.21875,"80s"
"gossari01",1987,1,"SDN","NL",40,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"80s"
"gottji01",1987,1,"SFN","NL",30,10,2,1,0,0,1,2,0,0,0,3,0,0,0,0,0,0.1,"80s"
"gottji01",1987,2,"PIT","NL",25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"80s"
"griffke01",1987,1,"ATL","NL",122,399,65,114,24,1,14,64,4,7,46,54,11,1,1,4,12,0.285714285714286,"80s"
"grossgr01",1987,1,"PHI","NL",114,133,14,38,4,1,1,12,0,0,25,12,4,1,1,3,2,0.285714285714286,"80s"
"grosske01",1987,1,"PHI","NL",34,63,4,12,1,0,1,4,0,0,2,25,0,0,8,0,2,0.19047619047619,"80s"
"guerrpe01",1987,1,"LAN","NL",152,545,89,184,25,2,27,89,9,7,74,85,18,4,0,7,16,0.337614678899083,"80s"
"gullibi01",1987,1,"CIN","NL",27,53,4,11,2,0,1,3,0,0,0,11,0,0,4,0,2,0.207547169811321,"80s"
"gwynnto01",1987,1,"SDN","NL",157,589,119,218,36,13,7,54,56,12,82,35,26,3,2,4,13,0.370118845500849,"80s"
"hatchbi01",1987,1,"HOU","NL",141,564,96,167,28,3,11,63,53,9,42,70,1,9,7,5,11,0.296099290780142,"80s"
"hendeda01",1987,2,"SFN","NL",15,21,2,5,2,0,0,1,2,0,8,5,0,0,0,0,0,0.238095238095238,"80s"
"hernake01",1987,1,"NYN","NL",154,587,87,170,28,2,18,89,0,2,81,104,8,4,0,4,15,0.289608177172061,"80s"
"herrto01",1987,1,"SLN","NL",141,510,73,134,29,0,2,83,19,4,68,62,3,3,4,12,12,0.262745098039216,"80s"
"hershor01",1987,1,"LAN","NL",40,90,10,19,5,0,0,7,2,1,2,17,0,0,10,0,1,0.211111111111111,"80s"
"honeyri01",1987,1,"LAN","NL",27,30,3,7,1,0,0,2,0,0,2,8,0,0,3,0,0,0.233333333333333,"80s"
"jacksda03",1987,1,"CHN","NL",7,5,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8,"80s"
"jacksmi02",1987,1,"PHI","NL",55,17,2,2,0,0,0,0,0,0,1,3,0,0,3,0,0,0.117647058823529,"80s"
"jeffegr01",1987,1,"NYN","NL",6,6,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0.5,"80s"
"johnsla03",1987,1,"SLN","NL",33,59,4,13,2,1,0,7,6,1,4,6,1,0,0,0,2,0.220338983050847,"80s"
"kneppbo01",1987,1,"HOU","NL",33,51,2,5,2,0,0,1,0,0,1,24,0,0,9,1,0,0.0980392156862745,"80s"
"kruegbi01",1987,2,"LAN","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"80s"
